,Age,Attrition,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpID,Gender,EmpJobInvolvement,EmpJobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,PerformanceRating,EmpRelationshipSatisfaction,StockOptionLevel,TotalWorkExperience,TrainingTime,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
213,51,No,Travel_Rarely,8,4,296,Male,2,3,2,Married,12490,5,No,16,3,4,2,16,5,1,10,9,4,7
214,30,Yes,Travel_Rarely,3,3,297,Female,3,1,1,Single,2657,5,Yes,11,3,3,0,8,5,3,5,2,0,4
215,41,No,Travel_Rarely,6,3,298,Female,3,3,4,Single,13591,3,Yes,18,3,3,0,16,3,3,1,0,0,0
216,30,Yes,Travel_Frequently,26,4,299,Female,2,2,1,Single,6696,5,No,15,3,3,0,9,5,2,6,3,0,1
217,29,Yes,Travel_Rarely,1,3,300,Male,3,1,3,Single,2058,0,No,14,3,4,0,7,1,2,6,2,1,5
218,45,No,Non-Travel,6,3,302,Female,2,3,4,Single,8865,6,No,12,3,4,0,23,2,3,19,7,12,8
219,54,No,Travel_Rarely,3,3,303,Female,3,2,1,Married,5940,2,No,14,3,4,1,16,4,3,6,2,0,5
220,36,No,Travel_Rarely,5,2,304,Male,3,2,2,Single,5914,8,No,16,3,4,0,16,3,4,13,11,3,7
221,33,No,Travel_Rarely,4,4,305,Female,2,1,2,Married,2622,6,No,21,4,4,0,7,3,3,3,2,1,1
222,37,No,Travel_Frequently,11,3,306,Male,3,3,4,Divorced,12185,1,Yes,14,3,3,3,10,1,3,10,8,0,7
223,38,No,Travel_Rarely,3,3,307,Male,3,3,3,Divorced,10609,0,No,12,3,3,2,17,6,2,16,10,5,13
224,31,No,Non-Travel,1,4,308,Male,1,2,3,Married,4345,0,No,12,3,4,1,6,2,3,5,4,1,4
225,59,No,Travel_Rarely,3,3,309,Male,2,1,4,Married,2177,3,No,17,3,1,1,7,6,3,1,0,0,0
226,37,No,Travel_Frequently,4,4,311,Male,3,1,4,Divorced,2793,4,No,17,3,3,1,13,2,3,9,8,5,8
227,29,No,Travel_Frequently,1,1,312,Female,3,3,4,Married,7918,1,No,14,3,4,1,11,5,3,11,10,4,1
228,35,No,Travel_Frequently,1,3,314,Female,3,3,3,Single,8789,1,No,14,3,1,0,10,3,4,10,7,0,8
229,29,Yes,Travel_Rarely,18,1,315,Male,2,1,4,Single,2389,1,Yes,13,3,3,0,4,3,2,4,3,0,1
230,52,No,Travel_Rarely,2,3,316,Female,2,1,4,Single,3212,7,No,15,3,2,0,6,3,2,2,2,2,2
231,42,No,Travel_Rarely,4,2,319,Male,3,5,4,Married,19232,1,No,11,3,4,0,22,3,3,22,17,11,15
232,59,No,Travel_Rarely,6,2,321,Male,3,1,3,Married,2267,8,No,17,3,4,0,7,2,2,2,2,2,2
233,50,No,Travel_Rarely,1,4,323,Female,3,5,4,Divorced,19517,3,No,11,3,3,1,32,3,2,7,0,0,6
234,33,Yes,Travel_Rarely,14,3,325,Male,3,1,4,Married,2436,5,Yes,13,3,3,1,8,2,1,5,4,0,4
235,43,No,Travel_Rarely,16,3,327,Female,3,4,4,Married,16064,5,Yes,22,4,3,1,22,3,3,17,13,1,9
236,33,Yes,Travel_Rarely,2,2,328,Female,3,1,1,Married,2707,7,No,20,4,1,0,13,3,4,9,7,1,7
237,52,No,Non-Travel,2,4,329,Male,2,5,3,Single,19068,1,Yes,18,3,4,0,33,2,4,33,7,15,12
238,32,No,Travel_Rarely,4,2,330,Female,3,1,2,Married,3931,2,No,11,3,1,1,6,5,3,4,3,1,2
239,32,Yes,Travel_Rarely,1,3,331,Male,2,1,3,Single,3730,0,Yes,14,3,4,0,4,2,1,3,2,1,2
240,39,No,Travel_Rarely,1,4,332,Female,3,1,3,Divorced,2232,7,No,14,3,3,3,7,1,3,3,2,1,2
241,32,No,Non-Travel,26,4,333,Male,3,2,4,Married,4465,0,No,18,3,1,0,4,2,3,3,2,2,2
242,41,No,Travel_Rarely,19,2,334,Male,3,2,1,Divorced,3072,2,No,16,3,1,2,17,2,2,1,0,0,0
243,40,No,Travel_Rarely,24,2,335,Male,3,2,4,Divorced,3319,1,No,17,3,1,2,9,3,3,9,8,4,7
244,45,No,Travel_Rarely,1,3,336,Male,4,5,4,Married,19202,0,No,11,3,3,1,25,2,3,24,0,1,7
245,31,No,Travel_Frequently,3,4,337,Male,3,3,3,Divorced,13675,9,No,12,3,1,1,9,3,3,2,2,2,2
246,33,No,Travel_Rarely,5,4,338,Female,2,1,4,Married,2911,1,No,13,3,3,1,2,2,2,2,2,0,2
247,34,No,Travel_Rarely,2,4,339,Male,2,2,1,Married,5957,6,No,13,3,2,1,13,3,3,11,9,5,9
248,37,No,Travel_Rarely,1,2,340,Female,2,1,1,Married,3920,2,No,14,3,1,1,17,2,2,3,1,0,2
249,45,No,Travel_Frequently,7,4,341,Male,4,2,3,Married,6434,4,No,17,3,4,1,9,1,3,3,2,0,2
250,37,Yes,Travel_Frequently,10,3,342,Male,3,3,3,Divorced,10048,6,No,11,3,2,2,17,5,3,1,0,0,0
251,39,No,Travel_Frequently,2,4,343,Female,3,3,3,Single,10938,0,No,25,4,4,0,20,1,3,19,6,11,8
252,29,No,Travel_Rarely,15,3,346,Male,3,1,4,Single,2340,1,No,19,3,1,0,6,1,3,6,5,1,5
253,42,No,Travel_Rarely,17,2,347,Female,4,2,1,Single,6545,3,Yes,13,3,3,0,10,1,3,3,2,0,2
254,29,No,Travel_Rarely,20,2,349,Male,3,2,4,Divorced,6931,2,No,14,3,4,1,10,2,3,3,2,0,2
255,25,No,Travel_Rarely,1,3,350,Female,3,2,3,Married,4898,0,No,12,3,4,2,5,3,3,4,2,1,2
256,42,No,Travel_Rarely,2,3,351,Female,2,1,1,Divorced,2593,0,Yes,11,3,3,1,10,4,3,9,6,7,8
257,40,No,Travel_Rarely,2,2,352,Male,3,5,3,Divorced,19436,0,No,19,3,4,1,22,5,3,21,7,3,9
258,51,No,Travel_Rarely,1,3,353,Male,3,1,4,Married,2723,1,No,11,3,2,0,1,0,2,1,0,0,0
259,31,Yes,Travel_Frequently,29,2,355,Male,2,1,2,Single,3479,0,No,11,3,2,0,6,2,4,5,4,1,4
260,32,No,Travel_Frequently,7,3,359,Male,4,1,2,Married,2794,1,No,20,4,3,0,5,3,1,5,1,0,3
261,38,No,Non-Travel,2,2,361,Male,2,2,4,Married,5249,3,No,18,3,4,1,13,0,3,8,7,7,5
262,32,No,Travel_Rarely,2,1,362,Male,2,2,1,Single,2176,4,No,13,3,4,0,9,5,3,6,2,0,4
263,46,No,Travel_Rarely,2,3,363,Female,1,4,2,Married,16872,3,Yes,12,3,2,1,28,2,2,7,7,7,7
264,28,Yes,Travel_Rarely,2,4,364,Male,3,1,3,Single,3485,2,No,11,3,3,0,5,5,1,0,0,0,0
265,29,No,Travel_Rarely,2,3,366,Male,2,2,2,Married,6644,2,No,19,3,2,2,10,2,3,0,0,0,0
266,31,No,Travel_Rarely,23,3,367,Male,2,2,4,Married,5582,0,No,21,4,2,1,10,2,3,9,0,7,8
267,25,No,Non-Travel,5,2,369,Male,4,2,1,Divorced,4000,1,No,12,3,4,2,6,2,3,6,3,1,5
268,45,No,Travel_Rarely,20,2,372,Male,3,4,4,Married,13496,0,Yes,14,3,2,0,21,2,3,20,7,4,10
269,36,No,Travel_Rarely,6,3,373,Male,3,1,4,Married,3210,0,No,11,3,3,1,16,4,3,15,13,10,11
270,55,No,Travel_Rarely,1,3,374,Male,3,5,1,Single,19045,0,Yes,14,3,3,0,37,2,3,36,10,4,13
271,47,Yes,Non-Travel,29,4,376,Male,3,3,2,Married,11849,1,Yes,12,3,4,1,10,2,2,10,7,9,9
272,28,No,Travel_Rarely,9,3,377,Male,3,1,4,Married,2070,1,No,23,4,4,1,5,3,2,5,2,0,4
273,37,No,Travel_Rarely,6,4,378,Male,3,2,4,Married,6502,4,No,14,3,2,1,7,5,4,5,4,0,1
274,21,No,Travel_Rarely,3,2,379,Male,2,1,3,Single,3230,1,No,17,3,1,0,3,4,4,3,2,1,0
275,37,No,Non-Travel,1,4,380,Female,3,3,4,Divorced,13603,2,Yes,18,3,1,2,15,2,3,5,2,0,2
276,35,No,Travel_Rarely,22,3,381,Female,4,3,2,Divorced,11996,7,No,18,3,2,1,10,6,2,7,7,6,2
277,38,No,Travel_Rarely,7,2,382,Female,4,2,1,Divorced,5605,1,Yes,24,4,3,1,8,3,3,8,0,7,7
278,26,No,Travel_Frequently,1,3,384,Female,3,2,2,Divorced,6397,1,No,20,4,1,1,6,6,1,6,5,1,4
279,50,No,Travel_Rarely,4,1,385,Male,3,5,2,Divorced,19144,3,No,14,3,1,2,28,4,2,10,4,1,6
280,53,No,Travel_Rarely,3,4,386,Male,3,4,3,Married,17584,3,Yes,16,3,4,3,21,5,2,5,3,1,3
281,42,No,Travel_Rarely,1,1,387,Male,3,2,3,Married,4907,1,No,25,4,3,0,20,3,3,20,16,11,6
282,29,No,Travel_Frequently,2,2,388,Male,3,2,4,Single,4554,1,No,18,3,1,0,10,3,2,10,7,0,9
283,55,No,Travel_Rarely,20,2,389,Male,3,2,4,Married,5415,3,Yes,19,3,4,1,12,4,3,10,7,0,8
284,26,No,Travel_Frequently,11,2,390,Male,3,2,1,Married,4741,1,Yes,13,3,3,1,5,3,3,5,3,3,3
285,37,No,Travel_Rarely,1,3,391,Female,3,1,4,Single,2115,1,No,12,3,2,0,17,3,3,17,12,5,7
286,44,Yes,Travel_Frequently,24,3,392,Male,3,1,3,Divorced,3161,3,Yes,22,4,4,1,19,0,1,1,0,0,0
287,38,No,Travel_Rarely,23,4,393,Male,3,2,4,Divorced,5745,9,No,14,3,2,1,10,2,3,2,2,1,2
288,26,Yes,Travel_Rarely,16,4,394,Male,3,1,2,Divorced,2373,2,Yes,13,3,4,1,5,2,3,3,2,0,2
289,28,No,Travel_Rarely,8,2,395,Female,3,1,4,Single,3310,1,No,21,4,4,0,5,3,3,5,3,0,2
290,49,No,Travel_Frequently,10,4,396,Female,3,5,1,Single,18665,9,Yes,11,3,4,0,22,4,3,3,2,1,2
291,36,No,Travel_Rarely,3,3,397,Male,3,2,2,Single,4485,4,No,12,3,4,0,10,2,3,8,0,7,7
292,31,No,Travel_Frequently,5,3,399,Female,3,1,2,Divorced,2789,1,No,11,3,3,1,2,5,2,2,2,2,2
293,26,Yes,Travel_Rarely,4,4,401,Male,2,2,4,Single,5828,1,Yes,12,3,2,0,8,0,3,8,7,7,4
294,37,No,Travel_Frequently,9,3,403,Male,3,1,4,Married,2326,1,Yes,12,3,3,3,4,3,2,4,2,1,2
295,42,No,Travel_Frequently,26,3,404,Female,3,4,2,Married,13525,5,No,14,3,4,1,23,2,4,20,4,4,8
296,18,Yes,Travel_Rarely,3,3,405,Male,3,1,3,Single,1420,1,No,13,3,3,0,0,2,3,0,0,0,0
297,35,No,Travel_Rarely,16,3,406,Male,3,3,2,Married,8020,0,No,15,3,3,2,12,3,2,11,9,6,9
298,36,No,Travel_Frequently,18,4,407,Male,4,1,4,Married,3688,4,No,18,3,4,2,4,2,3,1,0,0,0
299,51,No,Travel_Rarely,2,3,408,Male,1,2,2,Divorced,5482,5,No,18,3,4,1,13,3,3,4,1,1,2
300,41,No,Travel_Rarely,2,4,410,Male,3,4,2,Single,16015,1,No,19,3,2,0,22,2,3,22,10,0,4
301,18,No,Travel_Rarely,10,3,411,Female,2,1,3,Single,1200,1,No,12,3,1,0,0,2,3,0,0,0,0
302,28,No,Travel_Rarely,16,2,412,Male,4,2,1,Single,5661,0,No,19,3,3,0,9,2,3,8,3,0,7
303,31,No,Travel_Rarely,7,3,416,Male,4,2,4,Married,6929,4,No,11,3,2,1,10,3,2,8,7,7,7
304,39,No,Travel_Rarely,1,3,417,Male,4,3,4,Divorced,9613,0,No,17,3,1,3,19,5,2,18,10,3,7
305,36,No,Non-Travel,24,4,419,Female,3,2,2,Married,5674,7,No,15,3,3,1,11,3,3,9,8,0,8
306,32,No,Travel_Rarely,7,3,420,Male,2,2,3,Married,5484,1,No,14,3,3,1,13,3,2,13,8,4,8
307,38,No,Travel_Rarely,25,2,421,Female,2,3,2,Married,12061,3,No,17,3,3,1,19,2,3,10,8,0,1
308,58,No,Non-Travel,1,4,422,Male,1,2,3,Divorced,5660,2,Yes,13,3,4,1,12,2,3,5,3,1,2
309,31,No,Travel_Rarely,5,4,423,Male,3,1,4,Married,4821,0,Yes,12,3,3,1,6,4,3,5,2,0,3
310,31,No,Travel_Rarely,2,3,424,Male,2,2,1,Married,6410,3,No,12,3,4,0,9,1,3,2,2,1,0
311,45,No,Travel_Frequently,7,3,425,Male,3,3,1,Divorced,5210,1,No,18,3,1,1,24,2,3,24,9,9,11
312,31,No,Travel_Rarely,2,4,426,Male,3,1,4,Divorced,2695,0,Yes,18,3,2,1,3,2,1,2,2,2,2
313,33,No,Travel_Frequently,5,4,428,Female,3,3,2,Married,11878,6,No,11,3,2,2,12,2,3,10,6,8,8
314,39,No,Travel_Rarely,10,1,429,Male,3,4,1,Married,17068,1,Yes,14,3,4,0,21,3,3,21,9,11,10
315,43,No,Travel_Frequently,10,4,430,Female,3,1,4,Single,2455,0,No,19,3,1,0,9,5,3,8,7,1,7
316,49,No,Travel_Rarely,1,2,431,Female,2,4,3,Single,13964,7,Yes,12,3,4,0,25,2,3,7,1,0,7
317,52,Yes,Travel_Rarely,8,4,433,Male,2,2,2,Married,4941,2,No,15,3,1,0,11,3,2,8,2,7,7
318,27,No,Travel_Rarely,5,3,434,Female,3,1,2,Single,2478,1,Yes,12,3,2,0,4,2,2,4,3,1,2
319,32,No,Travel_Rarely,8,2,436,Female,2,2,2,Married,5228,1,Yes,11,3,4,0,13,2,3,13,12,11,9
320,27,No,Travel_Rarely,2,3,437,Male,3,2,3,Single,4478,1,Yes,11,3,1,0,5,3,3,5,4,0,4
321,31,No,Travel_Rarely,7,3,438,Male,3,2,4,Divorced,7547,4,No,12,3,4,3,13,3,3,7,7,1,7
322,32,No,Travel_Rarely,2,4,439,Female,4,2,4,Single,5055,7,No,16,3,3,0,10,0,2,7,7,0,7
323,28,Yes,Travel_Rarely,2,4,440,Male,1,1,4,Married,3464,5,Yes,13,3,4,0,5,4,2,3,2,2,2
324,30,No,Travel_Rarely,28,2,441,Female,3,2,4,Married,5775,1,No,13,3,4,2,11,2,3,10,8,1,9
325,31,No,Travel_Frequently,7,2,442,Female,2,3,3,Married,8943,1,No,24,4,1,1,10,2,3,10,9,8,9
326,39,No,Travel_Frequently,7,2,444,Male,2,5,4,Married,19272,1,No,15,3,1,1,21,2,3,21,9,13,3
327,39,Yes,Travel_Rarely,3,2,445,Female,3,2,3,Married,5238,4,Yes,18,3,1,0,12,3,2,1,0,0,0
328,33,No,Travel_Frequently,10,3,446,Male,2,2,4,Single,4682,3,No,14,3,3,0,9,6,2,7,7,0,1
329,47,No,Travel_Rarely,5,5,447,Male,3,5,3,Married,18300,4,No,11,3,2,1,21,2,3,3,2,1,1
330,43,No,Travel_Frequently,10,4,448,Female,2,2,3,Divorced,5257,1,No,11,3,2,1,9,3,4,9,7,0,0
331,27,No,Non-Travel,1,1,449,Male,3,2,2,Married,6349,0,Yes,13,3,4,1,6,0,3,5,4,1,4
332,54,No,Travel_Frequently,20,4,450,Female,3,2,3,Single,4869,3,No,12,3,4,0,20,4,2,4,3,0,3
333,43,No,Travel_Rarely,7,3,451,Female,3,3,1,Married,9985,8,No,16,3,1,1,10,1,2,1,0,0,0
334,45,No,Travel_Rarely,8,4,452,Male,3,2,4,Married,3697,9,No,14,3,1,2,12,3,3,10,9,9,8
335,40,No,Travel_Rarely,1,2,453,Male,1,2,4,Married,7457,2,Yes,22,4,3,3,6,2,2,4,3,0,2
336,29,Yes,Travel_Rarely,8,4,454,Male,1,1,1,Married,2119,1,Yes,11,3,4,0,7,4,2,7,7,0,7
337,29,No,Travel_Rarely,9,5,455,Male,2,1,4,Single,3983,0,No,17,3,3,0,4,2,3,3,2,2,2
338,30,No,Travel_Rarely,5,3,456,Female,2,2,3,Divorced,6118,1,No,13,3,3,3,10,2,3,10,9,1,2
339,27,No,Travel_Rarely,8,4,458,Female,3,2,2,Married,6214,1,No,18,3,1,1,8,3,3,8,7,0,7
340,37,No,Travel_Rarely,5,2,460,Male,3,2,4,Divorced,6347,7,No,16,3,3,2,8,2,2,6,2,0,4
341,38,No,Travel_Rarely,15,2,461,Male,2,3,4,Divorced,11510,0,Yes,14,3,2,1,12,3,3,11,10,2,9
342,31,No,Travel_Rarely,7,4,462,Female,3,3,4,Single,7143,1,Yes,14,3,3,0,11,2,2,11,9,4,10
343,29,No,Travel_Rarely,10,1,463,Female,2,2,2,Divorced,8268,1,Yes,14,3,1,2,7,2,3,7,7,1,7
344,35,No,Travel_Rarely,5,4,464,Male,3,3,2,Single,8095,0,No,13,3,4,0,17,5,3,16,6,0,13
345,23,No,Travel_Rarely,26,1,465,Male,3,1,4,Divorced,2904,1,No,12,3,3,2,4,2,2,4,2,0,2
346,41,No,Travel_Rarely,6,3,466,Male,2,2,2,Single,6032,6,Yes,15,3,4,0,8,3,3,5,4,1,2
347,47,No,Travel_Frequently,4,1,467,Male,3,2,3,Single,2976,3,No,19,3,1,0,5,3,3,0,0,0,0
348,42,No,Travel_Rarely,23,5,468,Female,3,4,4,Single,15992,2,No,14,3,2,0,16,2,3,1,0,0,0
349,29,No,Non-Travel,2,3,469,Male,3,2,3,Married,4649,1,No,14,3,1,1,4,3,2,4,3,0,2
350,42,No,Travel_Rarely,2,1,470,Male,3,1,3,Divorced,2696,0,Yes,11,3,3,1,4,5,3,3,2,1,0
351,32,No,Travel_Rarely,2,3,471,Female,3,1,2,Married,2370,1,No,13,3,3,1,8,4,3,8,0,0,7
352,48,No,Travel_Rarely,29,1,473,Female,3,3,3,Married,12504,3,No,21,4,2,1,15,3,1,0,0,0,0
353,37,No,Travel_Rarely,6,3,474,Male,4,2,1,Divorced,5974,4,Yes,13,3,1,2,13,2,3,7,7,6,7
354,30,No,Non-Travel,25,2,475,Female,3,2,3,Married,4736,7,Yes,12,3,2,1,4,2,4,2,2,2,2
355,26,No,Travel_Rarely,1,3,476,Male,3,2,3,Married,5296,1,No,17,3,2,1,8,3,3,8,7,7,7
356,42,No,Travel_Rarely,2,4,477,Male,2,2,4,Single,6781,3,No,23,4,2,0,14,6,3,1,0,0,0
357,21,Yes,Travel_Frequently,1,1,478,Female,2,1,2,Single,2174,1,Yes,11,3,3,0,3,3,3,3,2,1,2
358,36,No,Non-Travel,1,5,479,Female,3,2,4,Single,6653,4,No,15,3,2,0,7,6,3,1,0,0,0
359,36,No,Travel_Frequently,3,4,481,Male,2,3,4,Married,9699,4,No,11,3,1,1,16,2,3,13,9,1,12
360,57,No,Travel_Rarely,1,4,482,Male,3,2,3,Married,6755,2,No,11,3,3,0,15,2,3,3,2,1,2
361,40,No,Travel_Rarely,10,4,483,Female,4,1,3,Married,2213,3,Yes,13,3,3,1,10,3,3,7,7,1,7
362,21,No,Non-Travel,9,2,484,Male,3,1,4,Single,2610,1,No,24,4,3,0,3,3,2,3,2,2,2
363,33,Yes,Travel_Rarely,5,3,485,Female,3,1,3,Single,2851,1,Yes,13,3,2,0,1,2,3,1,0,0,0
364,37,No,Travel_Rarely,10,3,486,Female,3,1,1,Married,3452,6,No,20,4,2,1,17,3,3,5,4,0,3
365,46,No,Non-Travel,7,4,487,Female,3,2,3,Married,5258,2,No,14,3,3,0,7,2,4,1,0,0,0
366,41,Yes,Travel_Frequently,4,3,488,Male,3,2,2,Single,9355,1,No,18,3,3,0,8,5,3,8,7,7,7
367,50,No,Travel_Rarely,10,3,491,Male,2,3,4,Single,10496,6,No,15,3,4,0,20,2,3,4,3,1,3
368,40,Yes,Travel_Rarely,22,2,492,Male,2,2,3,Married,6380,2,Yes,12,3,1,2,8,6,3,6,4,1,0
369,31,No,Travel_Rarely,9,4,493,Male,2,1,2,Single,2657,0,Yes,16,3,4,0,3,5,3,2,2,2,2
370,21,Yes,Travel_Rarely,12,3,494,Female,4,1,2,Single,2716,1,No,15,3,4,0,1,0,3,1,0,0,0
371,29,No,Travel_Rarely,23,3,495,Male,3,1,4,Single,2201,9,No,16,3,4,0,6,4,3,3,2,1,2
372,35,No,Travel_Rarely,9,4,496,Male,2,2,2,Single,6540,9,No,19,3,3,0,10,5,3,1,1,0,0
373,27,No,Travel_Rarely,1,2,497,Male,3,1,2,Divorced,3816,1,No,11,3,2,1,5,2,3,5,2,0,4
374,28,No,Travel_Rarely,9,4,498,Male,3,2,4,Single,5253,1,No,16,3,4,0,7,1,3,7,5,0,7
375,49,No,Travel_Rarely,7,3,499,Male,2,3,3,Single,10965,8,No,24,4,3,0,26,2,3,5,2,0,0
376,51,No,Travel_Rarely,14,2,500,Female,3,2,4,Married,4936,4,No,11,3,3,1,18,2,2,7,7,0,7
377,36,No,Travel_Rarely,2,3,501,Female,3,1,3,Married,2543,4,No,13,3,2,1,6,3,3,2,2,2,2
378,34,Yes,Non-Travel,19,3,502,Male,4,2,4,Single,5304,8,Yes,13,3,2,0,9,3,2,5,2,0,4
379,55,No,Travel_Rarely,2,3,505,Female,3,4,4,Single,16659,2,Yes,13,3,3,0,30,2,3,5,4,1,2
380,24,No,Travel_Rarely,10,4,507,Female,3,2,3,Divorced,4260,1,Yes,12,3,4,1,5,2,4,5,2,0,3
381,30,No,Travel_Rarely,2,1,508,Male,3,1,2,Married,2476,1,No,18,3,1,1,1,3,3,1,0,0,0
382,26,Yes,Travel_Frequently,3,1,510,Male,3,1,1,Single,3102,0,No,22,4,3,0,7,2,3,6,4,0,4
383,22,No,Travel_Rarely,11,3,511,Female,3,1,2,Married,2244,1,No,13,3,4,1,2,1,3,2,1,1,2
384,36,No,Travel_Rarely,2,2,513,Male,2,3,3,Married,7596,1,No,13,3,2,2,10,2,3,10,9,9,0
385,30,Yes,Travel_Frequently,4,3,514,Male,3,1,4,Single,2285,9,Yes,23,4,3,0,3,4,3,1,0,0,0
386,37,No,Travel_Rarely,14,3,515,Female,3,1,1,Divorced,3034,1,No,12,3,3,1,18,2,2,18,7,12,17
387,40,No,Travel_Rarely,2,2,516,Female,3,2,2,Divorced,5715,7,No,12,3,3,2,8,5,3,5,4,1,3
388,42,No,Travel_Rarely,1,4,517,Female,3,1,1,Divorced,2576,3,No,16,3,2,1,8,5,3,5,2,1,2
389,37,No,Travel_Rarely,10,4,518,Male,3,2,2,Single,4197,2,Yes,12,3,4,0,18,2,2,1,0,0,1
390,43,No,Travel_Rarely,12,3,520,Male,2,4,2,Divorced,14336,1,No,11,3,3,1,25,3,3,25,10,3,9
391,40,No,Travel_Rarely,2,3,521,Female,2,2,3,Married,3448,6,No,22,4,2,1,20,3,3,1,0,0,0
392,54,No,Travel_Rarely,5,2,522,Male,3,5,1,Married,19406,4,No,11,3,3,1,24,4,2,4,2,1,2
393,34,No,Non-Travel,4,4,523,Female,3,2,3,Married,6538,9,No,15,3,1,1,6,3,3,3,2,1,2
394,31,No,Travel_Rarely,7,2,524,Female,3,2,1,Married,4306,1,No,12,3,2,1,13,5,1,13,10,3,12
395,43,No,Travel_Frequently,21,3,525,Male,3,1,4,Married,2258,7,No,20,4,1,1,8,1,3,3,2,1,2
396,43,No,Travel_Rarely,8,4,526,Female,3,2,3,Divorced,4522,4,Yes,14,3,4,0,8,3,3,5,2,0,2
397,25,No,Travel_Rarely,4,2,527,Female,2,2,4,Single,4487,1,Yes,11,3,2,0,5,3,3,5,4,1,3
398,37,No,Non-Travel,25,5,529,Female,3,2,3,Married,4449,3,Yes,15,3,1,2,15,2,3,13,11,10,7
399,31,No,Travel_Rarely,1,2,530,Male,2,1,1,Married,2218,1,No,12,3,3,1,4,3,3,4,2,3,2
400,39,No,Travel_Frequently,1,1,531,Male,3,5,3,Divorced,19197,1,Yes,14,3,3,1,21,3,3,21,8,1,6
401,56,No,Travel_Frequently,6,3,532,Female,4,4,1,Married,13212,9,No,11,3,4,3,36,0,2,7,7,7,7
402,30,No,Travel_Rarely,12,3,533,Female,3,2,3,Single,6577,0,No,11,3,2,0,6,6,3,5,4,4,4
403,41,No,Travel_Rarely,1,3,534,Male,4,3,1,Married,8392,1,No,16,3,3,1,10,2,3,10,7,0,7
404,28,No,Travel_Rarely,17,2,536,Male,3,2,1,Divorced,4558,1,No,12,3,4,1,10,2,3,10,0,1,8
405,25,Yes,Travel_Rarely,3,3,538,Male,3,1,1,Married,4031,5,No,13,3,3,1,6,5,3,2,2,0,2
406,52,No,Travel_Rarely,3,3,543,Male,2,3,3,Married,7969,2,Yes,14,3,3,0,28,4,3,5,4,0,4
407,45,No,Travel_Rarely,10,2,544,Male,3,1,4,Married,2654,3,No,21,4,4,2,8,3,2,2,2,0,2
408,52,No,Travel_Rarely,4,2,546,Female,3,4,4,Married,16555,2,No,13,3,4,0,31,2,1,5,2,1,4
409,42,No,Travel_Frequently,29,2,547,Female,3,2,3,Divorced,4556,2,No,11,3,2,1,19,3,3,5,4,0,2
410,30,No,Travel_Rarely,2,3,548,Female,1,2,4,Single,6091,2,No,20,4,3,0,11,2,3,5,4,0,2
411,60,No,Travel_Rarely,7,3,549,Female,3,5,1,Married,19566,5,No,11,3,4,0,33,5,1,29,8,11,10
412,46,No,Travel_Rarely,18,3,550,Female,3,2,3,Divorced,4810,2,No,14,3,3,1,19,5,2,10,7,0,8
413,42,No,Travel_Frequently,28,4,551,Female,2,2,4,Married,4523,0,No,11,3,4,3,7,4,4,6,5,0,4
414,24,Yes,Travel_Rarely,1,1,554,Female,3,1,2,Single,3202,1,Yes,16,3,2,0,6,4,3,5,3,1,4
415,34,Yes,Travel_Frequently,6,2,555,Female,1,1,3,Divorced,2351,0,No,16,3,4,1,3,3,2,2,2,1,0
416,38,No,Travel_Frequently,2,2,556,Male,3,1,4,Married,1702,1,Yes,23,4,3,1,1,3,3,1,0,0,0
417,40,No,Travel_Rarely,2,4,558,Female,3,5,3,Married,18041,0,No,14,3,4,0,21,2,3,20,15,1,12
418,26,No,Travel_Rarely,23,3,560,Female,3,1,4,Divorced,2886,1,No,22,4,2,2,3,3,1,3,2,0,2
419,30,No,Non-Travel,3,3,562,Male,3,1,4,Married,2097,4,No,15,3,3,1,9,3,1,5,3,1,4
420,29,No,Travel_Rarely,3,4,564,Male,2,3,3,Married,11935,1,No,18,3,3,0,10,2,3,10,2,0,7
421,29,Yes,Travel_Rarely,25,5,565,Female,2,1,2,Married,2546,5,No,16,3,2,0,6,2,4,2,2,1,1
422,19,Yes,Travel_Rarely,2,2,566,Male,2,1,4,Single,2564,1,No,12,3,3,0,1,3,4,1,0,0,0
423,30,No,Non-Travel,22,4,567,Female,3,3,1,Married,8412,0,No,11,3,3,0,10,3,3,9,8,7,8
424,57,No,Travel_Rarely,29,3,568,Male,2,4,4,Divorced,14118,3,No,12,3,3,1,32,3,2,1,0,0,0
425,50,No,Travel_Rarely,29,4,569,Male,2,4,3,Married,17046,0,No,15,3,2,1,28,2,3,27,10,15,7
426,30,No,Non-Travel,2,3,571,Female,3,1,4,Single,2564,0,No,14,3,3,0,12,2,2,11,7,6,7
427,60,No,Travel_Frequently,28,3,573,Female,2,3,1,Married,10266,4,No,19,3,4,0,22,5,4,18,13,13,11
428,47,No,Travel_Rarely,2,2,574,Female,3,2,4,Divorced,5070,5,No,13,3,3,3,20,2,3,5,0,0,4
429,46,No,Travel_Rarely,2,3,575,Male,3,4,3,Married,17861,6,No,13,3,3,0,26,2,1,3,2,0,1
